id,label
2998,K
2999,G
3000,A
3001,F
3002,B
3003,G
3004,C
3005,D
3006,F
3007,J
3008,A
3009,E
3010,L
3011,K
3012,J
3013,B
3014,J
3015,L
3016,A
3017,D
3018,D
3019,B
3020,B
3021,B
3022,A
3023,B
3024,C
3025,A
3026,G
3027,G
3028,E
3029,A
3030,K
3031,A
3032,L
3033,B
3034,E
3035,J
3036,G
3037,K
3038,C
3039,F
3040,J
3041,A
3042,F
3043,E
3044,E
3045,E
3046,B
3047,K
3048,E
3049,F
3050,L
3051,E
3052,K
3053,K
3054,J
3055,F
3056,B
3057,E
3058,F
3059,J
3060,G
3061,C
3062,E
3063,B
3064,B
3065,D
3066,D
3067,E
3068,E
3069,F
3070,J
3071,E
3072,A
3073,A
3074,D
3075,D
3076,L
3077,L
3078,B
3079,G
3080,B
3081,A
3082,B
3083,B
3084,F
3085,L
3086,F
3087,B
3088,E
3089,F
3090,J
3091,D
3092,K
3093,L
3094,C
3095,D
3096,E
3097,D
3098,L
3099,A
3100,J
3101,A
3102,B
3103,A
3104,A
3105,B
3106,B
3107,K
3108,G
3109,L
3110,E
3111,E
3112,B
3113,A
3114,E
3115,A
3116,C
3117,C
3118,C
3119,L
3120,G
3121,J
3122,A
3123,G
3124,L
3125,A
3126,F
3127,L
3128,A
3129,C
3130,J
3131,E
3132,B
3133,C
3134,B
3135,B
3136,K
3137,G
3138,L
3139,F
3140,D
3141,A
3142,J
3143,G
3144,D
3145,B
3146,E
3147,A
3148,K
3149,J
3150,E
3151,E
3152,D
3153,C
3154,D
3155,D
3156,A
3157,K
3158,A
3159,A
3160,F
3161,B
3162,E
3163,F
3164,K
3165,E
3166,L
3167,L
3168,K
3169,E
3170,E
3171,J
3172,E
3173,E
3174,A
3175,F
3176,B
3177,A
3178,E
3179,B
3180,C
3181,E
3182,G
3183,G
3184,J
3185,E
3186,D
3187,L
3188,A
3189,J
3190,F
3191,G
3192,E
3193,B
3194,G
3195,E
3196,G
3197,C
3198,F
3199,A
3200,D
3201,E
3202,J
3203,A
3204,F
3205,L
3206,D
3207,A
3208,A
3209,L
3210,E
3211,G
3212,L
3213,A
3214,B
3215,G
3216,E
3217,K
3218,D
3219,D
3220,E
3221,G
3222,E
3223,C
3224,E
3225,J
3226,A
3227,A
3228,C
3229,J
3230,A
3231,A
3232,C
3233,L
3234,J
3235,J
3236,F
3237,A
3238,F
3239,K
3240,A
3241,B
3242,D
3243,J
3244,E
3245,F
3246,K
3247,A
3248,F
3249,C
3250,G
3251,G
3252,J
3253,J
3254,G
3255,E
3256,L
3257,J
3258,B
3259,L
3260,J
3261,A
3262,K
3263,A
3264,J
3265,G
3266,K
3267,B
3268,L
3269,D
3270,G
3271,F
3272,F
3273,G
3274,B
3275,E
3276,D
3277,B
3278,G
3279,B
3280,E
3281,L
3282,A
3283,G
3284,J
3285,G
3286,A
3287,A
3288,J
3289,D
3290,G
3291,D
3292,F
3293,A
3294,J
3295,A
3296,K
3297,B
3298,G
3299,G
3300,K
3301,E
3302,L
3303,A
3304,G
3305,A
3306,J
3307,G
3308,L
3309,A
3310,F
3311,K
3312,J
3313,E
3314,A
3315,B
3316,B
3317,B
3318,L
3319,B
3320,E
3321,J
3322,E
3323,C
3324,G
3325,K
3326,E
3327,J
3328,A
3329,G
3330,F
3331,F
3332,A
3333,B
3334,B
3335,F
3336,E
3337,F
3338,E
3339,G
3340,F
3341,A
3342,E
3343,E
3344,E
3345,B
3346,G
3347,A
3348,K
3349,B
3350,L
3351,B
3352,A
3353,A
3354,K
3355,C
3356,E
3357,B
3358,K
3359,D
3360,G
3361,E
3362,L
3363,C
3364,E
3365,B
3366,J
3367,G
3368,A
3369,A
3370,F
3371,K
3372,A
3373,F
3374,E
3375,C
3376,C
3377,L
3378,K
3379,C
3380,A
3381,G
3382,G
3383,A
3384,G
3385,E
3386,B
3387,E
3388,G
3389,C
3390,E
3391,B
3392,G
3393,K
3394,F
3395,C
3396,B
3397,E
3398,G
3399,E
3400,L
3401,A
3402,C
3403,D
3404,G
3405,C
3406,G
3407,K
3408,G
3409,E
3410,E
3411,B
3412,A
3413,E
3414,L
3415,E
3416,A
3417,B
3418,D
3419,J
3420,G
3421,L
3422,F
3423,A
3424,A
3425,B
3426,A
3427,D
3428,F
3429,A
3430,E
3431,K
3432,K
3433,E
3434,A
3435,K
3436,L
3437,J
3438,D
3439,E
3440,J
3441,E
3442,J
3443,G
3444,A
3445,E
3446,G
3447,F
3448,A
3449,G
3450,F
3451,A
3452,B
3453,E
3454,L
3455,B
3456,C
3457,C
3458,E
3459,B
3460,L
3461,A
3462,D
3463,L
3464,G
3465,C
3466,G
3467,G
3468,A
3469,F
3470,L
3471,E
3472,J
3473,K
3474,D
3475,A
3476,D
3477,C
3478,K
3479,E
3480,G
3481,G
3482,J
3483,E
3484,A
3485,L
3486,G
3487,G
3488,L
3489,L
3490,A
3491,B
3492,C
3493,G
3494,G
3495,E
3496,A
3497,L
3498,F
3499,A
3500,E
3501,K
3502,D
3503,C
3504,E
3505,J
3506,L
3507,J
3508,L
3509,E
3510,D
3511,E
3512,A
3513,D
3514,J
3515,J
3516,B
3517,A
3518,F
3519,G
3520,G
3521,L
3522,B
3523,J
3524,E
3525,B
3526,E
3527,C
3528,F
3529,B
3530,L
3531,F
3532,E
3533,J
3534,A
3535,A
3536,G
3537,E
3538,E
3539,F
3540,L
3541,K
3542,L
3543,A
3544,L
3545,K
3546,A
3547,F
3548,C
3549,E
3550,J
3551,J
3552,K
3553,L
3554,A
3555,B
3556,D
3557,A
3558,J
3559,A
3560,E
3561,E
3562,D
3563,E
3564,G
3565,K
3566,D
3567,A
3568,B
3569,C
3570,E
3571,D
3572,B
3573,J
3574,B
3575,K
3576,G
3577,K
3578,E
3579,G
3580,J
3581,B
3582,F
3583,E
3584,B
3585,K
3586,D
3587,E
3588,G
3589,C
3590,L
3591,D
3592,B
3593,K
3594,A
3595,B
3596,A
3597,E
3598,C
3599,J
3600,J
3601,A
3602,B
3603,K
3604,E
3605,A
3606,L
3607,A
3608,F
3609,L
3610,F
3611,E
3612,A
3613,K
3614,G
3615,E
3616,G
3617,A
3618,L
3619,E
3620,A
3621,J
3622,A
3623,C
3624,L
3625,A
3626,G
3627,A
3628,A
3629,A
3630,A
3631,E
3632,F
3633,E
3634,A
3635,G
3636,D
3637,F
3638,E
3639,E
3640,E
3641,D
3642,E
3643,D
3644,D
3645,C
3646,J
3647,F
3648,K
3649,A
3650,A
3651,C
3652,L
3653,L
3654,E
3655,F
3656,E
3657,L
3658,B
3659,G
3660,A
3661,E
3662,K
3663,K
3664,G
3665,E
3666,A
3667,D
3668,A
3669,B
3670,C
3671,A
3672,A
3673,A
3674,D
3675,A
3676,D
3677,B
3678,D
3679,E
3680,K
3681,G
3682,J
3683,A
3684,E
3685,A
3686,E
3687,A
3688,K
3689,A
3690,A
3691,D
3692,L
3693,J
3694,L
3695,L
3696,G
3697,C
3698,F
3699,D
3700,A
3701,G
3702,J
3703,A
3704,E
3705,A
3706,B
3707,J
3708,E
3709,B
3710,C
3711,B
3712,G
3713,F
3714,G
3715,L
3716,G
3717,E
3718,E
3719,A
3720,K
3721,F
3722,F
3723,B
3724,G
3725,E
3726,D
3727,B
3728,E
3729,A
3730,B
3731,L
3732,C
3733,G
3734,C
3735,E
3736,J
3737,E
3738,C
3739,B
3740,F
3741,L
3742,B
3743,A
3744,L
3745,G
3746,B
3747,L
3748,C
3749,B
3750,A
3751,L
3752,K
3753,E
3754,E
3755,A
3756,J
3757,E
3758,J
3759,G
3760,F
3761,E
3762,B
3763,E
3764,E
3765,A
3766,D
3767,G
3768,J
3769,E
3770,E
3771,L
3772,A
3773,B
3774,E
3775,F
3776,G
3777,J
3778,G
3779,D
3780,G
3781,B
3782,F
3783,E
3784,B
3785,G
3786,F
3787,G
3788,F
3789,L
3790,D
3791,C
3792,D
3793,F
3794,B
3795,B
3796,C
3797,E
3798,C
3799,A
3800,A
3801,L
3802,E
3803,B
3804,D
3805,A
3806,A
3807,L
3808,J
3809,L
3810,E
3811,K
3812,G
3813,A
3814,J
3815,L
3816,G
3817,A
3818,B
3819,E
3820,J
3821,G
3822,J
3823,K
3824,F
3825,J
3826,L
3827,B
3828,K
3829,A
3830,A
